TimeMicros;AckRecieved;CurrentWidow_Bytes;Difference_Micros;MinDelay_Micros;OurDelay_Micros;Their_Difference_Micros;Their_MinDelay_Micros;Their_Delay_Micros;OffTarget_Micros;DelayFactor;WindowFactor;Gain_Bytes;PacketRtt_Millis;RttVar_Millis;Rtt_Millis;AdvertisedWindow_Bytes;MaxWindow_Bytes;BytesSend;SACK
0;2;2944;-62;-62;0;375;375;0;100000;1.0;0.9813333333333333;2944;0;0;0;2942528;4444;-40
1487;4;2944;-133;3;-136;239;239;0;100136;1.00136;0.33123312331233123;995;0;250;875;2942528;5439;1412
2795;6;2944;-138;-138;0;252;239;13;100000;1.0;0.2706379849236992;811;0;406;766;2942528;6250;4316
4095;8;2944;-140;-140;0;254;239;15;100000;1.0;0.23552;706;0;496;671;2942528;6956;7220
5426;10;2944;-170;-170;0;262;239;23;100000;1.0;0.21161587119033928;634;0;539;588;2942528;7590;10124
6782;12;2944;-120;-164;44;233;233;0;99956;0.99956;0.19393939393939394;581;0;551;515;2942528;8171;13028
8149;14;2944;-117;-164;47;233;233;0;99953;0.99953;0.18014930853016767;540;0;542;451;2942528;8711;15932
9450;16;2944;-131;-155;24;224;224;0;99976;0.99976;0.16898174721616346;506;0;520;395;2942528;9217;18836
10818;18;2944;-133;-155;22;262;224;38;99978;0.99978;0.1597048931322556;479;0;489;346;2942528;9696;21740
12120;20;2944;-127;-155;28;265;224;41;99972;0.99972;0.15181518151815182;455;0;454;303;2942528;10151;24644
13591;22;2944;-137;-155;18;259;224;35;99982;0.99982;0.1450103438084918;434;0;417;266;2942528;10585;27548
14973;24;2944;-129;-155;26;260;224;36;99974;0.99974;0.13906471421823335;417;0;380;233;2942528;11002;30452
16415;26;2944;-130;-155;25;258;224;34;99975;0.99975;0.1337938556626068;401;0;344;204;2942528;11403;33356
17802;28;2944;-133;-155;22;253;224;29;99978;0.99978;0.12908883627115672;387;0;309;179;2942528;11790;36260
19263;30;2944;-129;-155;26;262;224;38;99974;0.99974;0.12485156912637829;374;0;277;157;2942528;12164;39164
20723;32;2944;-131;-155;24;260;224;36;99976;0.99976;0.12101282472870767;362;0;247;138;2942528;12526;42068
22142;34;2944;-131;-155;24;265;224;41;99976;0.99976;0.11751556761935175;352;0;220;121;2942528;12878;44972
23535;36;2944;-116;-155;39;272;224;48;99961;0.99961;0.11430346327069421;342;0;196;106;2942528;13220;47876
24867;38;2944;-123;-155;32;234;224;10;99968;0.99968;0.1113464447806354;333;0;174;93;2942528;13553;50780
26255;40;2944;-135;-155;20;234;224;10;99980;0.9998;0.10861063971076515;325;0;154;82;2942528;13878;53684
27613;42;2944;-125;-155;30;273;224;49;99970;0.9997;0.10606715665081423;318;0;136;72;2942528;14196;56588
28986;44;2944;-123;-155;32;269;224;45;99968;0.99968;0.10369118061425754;310;0;120;63;2942528;14506;59492
30360;46;2944;-129;-155;26;266;224;42;99974;0.99974;0.1014752516200193;304;0;106;56;2942528;14810;62396
31802;48;2944;-119;-155;36;292;224;68;99964;0.99964;0.09939230249831195;298;0;94;49;2942528;15108;65300
33245;50;2944;-116;-155;39;279;224;55;99961;0.99961;0.09743182419909982;292;0;83;43;2942528;15400;68204
34678;52;2944;-120;-155;35;272;224;48;99965;0.99965;0.09558441558441559;286;0;73;38;2942528;15686;71108
36062;54;2944;-129;-155;26;276;224;52;99974;0.99974;0.093841642228739;281;0;65;34;2942528;15967;74012
37512;56;2944;-108;-155;47;282;224;58;99953;0.99953;0.09219014216822195;276;0;58;30;2942528;16243;76916
38976;58;2944;-109;-155;46;286;224;62;99954;0.99954;0.09062365326602229;271;0;51;27;2942528;16514;79820
40454;60;2944;-115;-155;40;287;224;63;99960;0.9996;0.08913649025069638;267;0;45;24;2942528;16781;82724
41991;62;2944;-82;-155;73;308;224;84;99927;0.99927;0.08771825278588881;262;0;40;21;2942528;17043;85628
43540;64;2944;-86;-155;69;319;224;95;99931;0.99931;0.08636977058029689;258;0;36;19;2942528;17301;88532
45070;66;2944;-92;-155;63;296;224;72;99937;0.99937;0.0850817871799318;255;0;32;17;2942528;17556;91436
46619;68;2944;-85;-155;70;312;224;88;99930;0.9993;0.08384597858282068;251;0;29;15;2942528;17807;94340
48211;70;2944;-65;-155;90;319;224;95;99910;0.9991;0.0826641208513506;247;0;26;14;2942528;18054;97244
49786;72;2944;-72;-155;83;305;224;81;99917;0.99917;0.08153317824304863;244;0;23;13;2942528;18298;100148
51382;74;2944;-74;-155;81;313;224;89;99919;0.99919;0.08044595037709039;241;0;21;12;2942528;18539;103052
53086;76;2944;-49;-155;106;334;224;110;99894;0.99894;0.07940018339716273;237;0;19;11;2942528;18776;105956
54750;78;2944;-52;-155;103;333;224;109;99897;0.99897;0.0783979548359608;234;0;17;10;2942528;19010;108860
56354;80;2944;-63;-155;92;322;224;98;99908;0.99908;0.07743293003682272;232;0;16;9;2942528;19242;111764
58021;82;2944;-45;-155;110;334;224;110;99890;0.9989;0.07649932439455358;229;0;15;8;2942528;19471;114668
59635;84;2944;-55;-155;100;308;224;84;99900;0.999;0.0755996096759283;226;0;14;7;2942528;19697;117572
61290;86;2944;-66;-155;89;337;224;113;99911;0.99911;0.07473219271970351;223;0;13;7;2942528;19920;120476
62944;88;2944;-51;-155;104;333;224;109;99896;0.99896;0.07389558232931727;221;0;12;7;2942528;20141;123380
64610;90;2944;-45;-155;110;329;224;105;99890;0.9989;0.07308475249491088;219;0;11;7;2942528;20360;126284
66263;92;2944;-67;-155;88;337;224;113;99912;0.99912;0.07229862475442043;216;0;10;7;2942528;20576;129188
